"","LATITUDE","LONGITUDE","FIELD ID","year"
"296",47.044883,-118.938967,"N3",2017
"297",46.9188,-118.904967,"N4",2017
"298",46.876667,-118.962033,"N5",2017
"299",46.8247,-118.909583,"N6",2017
"300",46.833183,-119.054167,"N7",2017
"301",46.765917,-118.9706,"N8",2017
"302",46.684683,-118.9635,"N9",2017
"303",46.796617,-119.101567,"N10",2017
"304",46.858483,-119.111767,"N11",2017
"305",47.108833,-119.16685,"N12",2017
"306",45.90865,-119.853917,"S1",2017
"307",45.942183,-119.841917,"S2",2017
"308",45.9603,-119.790183,"S3",2017
"309",45.918317,-119.792483,"S4",2017
"310",45.984183,-119.5782,"S5",2017
"311",45.9632,-119.494683,"S6",2017
"312",45.943633,-119.454833,"S7",2017
"313",45.95075,-119.203083,"S8",2017
"314",46.0231,-119.295917,"S9",2017
"315",46.026867,-119.240967,"S10",2017
"316",46.286333,-118.743383,"SE1",2017
"317",46.283217,-118.665833,"SE2",2017
"318",46.238333,-118.770683,"SE3",2017
"319",46.279267,-118.866783,"SE4",2017
"320",46.358167,-119.16565,"C1",2017
"321",46.3709,-119.239667,"C2",2017
"322",46.376483,-119.141683,"C3",2017
"323",46.430717,-119.183633,"C4",2017
"324",46.476283,-119.170433,"C5",2017
"325",46.479167,-119.114183,"C6",2017
"326",46.450833,-119.040283,"C7",2017
"327",46.50935,-119.053283,"C8",2017
"328",46.562483,-119.0692,"C9",2017
"329",46.531533,-119.221583,"C10",2017
"330",47.1323333,-119.8073833,"W1",2016
"331",47.0739167,-119.6889167,"W2",2016
"332",47.0432,-119.8344,"W3",2016
"333",46.9686,-119.7686,"W4",2016
"334",46.9358833,-119.7603333,"W5",2016
"335",46.7220333,-119.79805,"W6",2016
"336",46.7291,-119.74485,"W7",2016
"337",46.6863833,-119.8737833,"W8",2016
"338",47.0728833,-119.9399,"W9",2016
"339",47.1926833,-119.85315,"W10",2016
"340",47.1869167,-119.6180333,"NC1",2016
"341",47.1134167,-119.64585,"NC2",2016
"342",47.1152833,-119.52395,"NC3",2016
"343",46.9567833,-119.4603667,"NC4",2016
"344",46.92495,-119.6428833,"NC5",2016
"345",46.8975833,-119.3560833,"NC6",2016
"346",46.7003,-119.3163,"NC7",2016
"347",47.1746333,-119.1917167,"N1",2016
"348",47.1446333,-119.0659667,"N2",2016
"349",47.0584,-118.96835,"N3",2016
"350",46.9113333,-118.8949833,"N4",2016
"351",46.8438167,-118.9623,"N5",2016
"352",46.76525,-118.9309333,"N6",2016
"353",46.7292,-119.00405,"N7",2016
"354",46.8538667,-119.0802167,"N8",2016
"355",46.9103,-119.0785833,"N9",2016
"356",46.9992833,-119.1148167,"N10",2016
"357",46.98955,-119.2585833,"N11",2016
"358",47.11225,-119.1719,"N12",2016
"359",45.9064667,-119.8130333,"S1",2016
"360",45.9458,-119.8504833,"S2",2016
"361",45.91365,-119.8469833,"S3",2016
"362",45.8874667,-119.8636833,"S4",2016
"363",45.9756167,-119.5804833,"S5",2016
"364",46.0086333,-119.4945333,"S6",2016
"365",45.9435,-119.4553,"S7",2016
"366",45.9532667,-119.22265,"S8",2016
"367",46.0262667,-119.3016833,"S9",2016
"368",46.0171833,-119.2349833,"S10",2016
"369",46.26945,-118.8646083,"SE1",2016
"370",46.2101,-118.6933167,"SE2",2016
"371",46.30365,-118.6435333,"SE3",2016
"372",46.29465,-118.68235,"SE4",2016
"373",46.3726972,-119.09215,"C1",2016
"374",46.3726472,-119.2254056,"C2",2016
"375",46.3945417,-119.2179083,"C3",2016
"376",46.4387056,-119.0397583,"C4",2016
"377",46.4790056,-119.0443917,"C5",2016
"378",46.5474111,-119.0402722,"C6",2016
"379",46.5617417,-119.1028667,"C7",2016
"380",46.5177222,-119.121125,"C8",2016
"381",46.4766667,-119.2221722,"C9",2016
"382",46.5446556,-119.2635861,"C10",2016
"383",47.10251667,-119.7671333,"W1",2015
"384",47.16836667,-119.7893333,"W1",2014
"385",47.12951667,-119.12815,"N1A",2013
"386",47.13001667,-119.1186833,"N1A",2012
"387",47.1394,-119.1718833,"N1A",2011
"388",47.01055,-119.1484833,"N1A",2010
"389",47.17686667,-119.8003333,"N1",2009
"390",46.97718333,-119.0888,"W20",2008
"391",47.10523333,-119.38355,"W1",2007
