LATITUDE,LONGITUDE,FIELD ID,SURVEY_DATE,TRAP_COUNT_RAW,TRAP_COUNT_COOKED,year,species
47.132848,-119.7115504,W03,08/04/2023,18,18,2023,BLH
47.132848,-119.7115504,W03,08/11/2023,19.5,19.5,2023,BLH
47.132848,-119.7115504,W03,08/18/2023,26,26,2023,BLH
47.132848,-119.7115504,W03,08/25/2023,43,43,2023,BLH
47.132848,-119.7115504,W03,09/01/2023,31.5,31.5,2023,BLH
47.132848,-119.7115504,W03,09/08/2023,21.5,21.5,2023,BLH
47.132848,-119.7115504,W03,09/15/2023,5,5,2023,BLH
47.132848,-119.7115504,W03,09/22/2023,9.5,9.5,2023,BLH
47.132848,-119.7115504,W03,09/29/2023,,-1,2023,BLH
47.001038,-119.756931,W04,05/05/2023,NS,-1,2023,BLH
47.001038,-119.756931,W04,05/12/2023,0,0,2023,BLH
47.001038,-119.756931,W04,05/19/2023,0.5,0.5,2023,BLH
47.001038,-119.756931,W04,05/26/2023,5,5,2023,BLH
47.001038,-119.756931,W04,06/02/2023,2.5,2.5,2023,BLH
47.001038,-119.756931,W04,06/09/2023,24.5,24.5,2023,BLH
47.001038,-119.756931,W04,06/16/2023,37,37,2023,BLH
47.001038,-119.756931,W04,06/23/2023,14,14,2023,BLH
47.001038,-119.756931,W04,06/30/2023,8.5,8.5,2023,BLH
47.001038,-119.756931,W04,07/07/2023,15,15,2023,BLH
47.001038,-119.756931,W04,07/14/2023,15,15,2023,BLH
47.001038,-119.756931,W04,07/21/2023,20,20,2023,BLH
47.001038,-119.756931,W04,07/28/2023,31.5,31.5,2023,BLH
47.001038,-119.756931,W04,08/04/2023,52.5,52.5,2023,BLH
47.001038,-119.756931,W04,08/11/2023,72.5,72.5,2023,BLH
47.001038,-119.756931,W04,08/18/2023,50,50,2023,BLH
47.001038,-119.756931,W04,08/25/2023,64.5,64.5,2023,BLH
47.001038,-119.756931,W04,09/01/2023,29,29,2023,BLH
47.001038,-119.756931,W04,09/08/2023,19,19,2023,BLH
47.001038,-119.756931,W04,09/15/2023,12,12,2023,BLH
47.001038,-119.756931,W04,09/22/2023,8,8,2023,BLH
47.001038,-119.756931,W04,09/29/2023,,-1,2023,BLH
46.968473,-119.766785,W05,05/05/2023,1,1,2023,BLH
46.968473,-119.766785,W05,05/12/2023,1.5,1.5,2023,BLH
46.968473,-119.766785,W05,05/19/2023,1,1,2023,BLH
46.968473,-119.766785,W05,05/26/2023,10,10,2023,BLH
46.968473,-119.766785,W05,06/02/2023,5.5,5.5,2023,BLH
46.968473,-119.766785,W05,06/09/2023,8.5,8.5,2023,BLH
46.968473,-119.766785,W05,06/16/2023,13.5,13.5,2023,BLH
46.968473,-119.766785,W05,06/23/2023,11,11,2023,BLH
46.968473,-119.766785,W05,06/30/2023,24.5,24.5,2023,BLH
46.968473,-119.766785,W05,07/07/2023,53,53,2023,BLH
46.968473,-119.766785,W05,07/14/2023,22.5,22.5,2023,BLH
46.968473,-119.766785,W05,07/21/2023,29,29,2023,BLH
46.968473,-119.766785,W05,07/28/2023,70.5,70.5,2023,BLH
46.968473,-119.766785,W05,08/04/2023,61.5,61.5,2023,BLH
46.968473,-119.766785,W05,08/11/2023,57.5,57.5,2023,BLH
46.968473,-119.766785,W05,08/18/2023,13.5,13.5,2023,BLH
46.968473,-119.766785,W05,08/25/2023,11,11,2023,BLH
46.968473,-119.766785,W05,09/01/2023,6.5,6.5,2023,BLH
46.968473,-119.766785,W05,09/08/2023,2.5,2.5,2023,BLH
46.968473,-119.766785,W05,09/15/2023,0,0,2023,BLH
46.968473,-119.766785,W05,09/22/2023,1.5,1.5,2023,BLH
46.968473,-119.766785,W05,09/29/2023,,-1,2023,BLH
46.700898,-119.8593522,W06,05/05/2023,3.5,3.5,2023,BLH
46.700898,-119.8593522,W06,05/12/2023,2.5,2.5,2023,BLH
46.700898,-119.8593522,W06,05/19/2023,1,1,2023,BLH
46.700898,-119.8593522,W06,05/26/2023,26.5,26.5,2023,BLH
46.700898,-119.8593522,W06,06/02/2023,37,37,2023,BLH
46.700898,-119.8593522,W06,06/09/2023,31.5,31.5,2023,BLH
46.700898,-119.8593522,W06,06/16/2023,38.5,38.5,2023,BLH
46.700898,-119.8593522,W06,06/23/2023,23,23,2023,BLH
46.700898,-119.8593522,W06,06/30/2023,21,21,2023,BLH
46.700898,-119.8593522,W06,07/07/2023,20,20,2023,BLH
46.700898,-119.8593522,W06,07/14/2023,14,14,2023,BLH
46.700898,-119.8593522,W06,07/21/2023,12.5,12.5,2023,BLH
46.700898,-119.8593522,W06,07/28/2023,28,28,2023,BLH
46.700898,-119.8593522,W06,08/04/2023,27,27,2023,BLH
46.700898,-119.8593522,W06,08/11/2023,28,28,2023,BLH
46.700898,-119.8593522,W06,08/18/2023,11.5,11.5,2023,BLH
46.700898,-119.8593522,W06,08/25/2023,14,14,2023,BLH
46.700898,-119.8593522,W06,09/01/2023,13.5,13.5,2023,BLH
46.700898,-119.8593522,W06,09/08/2023,1.5,1.5,2023,BLH
46.700898,-119.8593522,W06,09/15/2023,4.5,4.5,2023,BLH
46.700898,-119.8593522,W06,09/22/2023,5,5,2023,BLH
46.700898,-119.8593522,W06,09/29/2023,,-1,2023,BLH
46.721995,-119.811186,W07,05/05/2023,NS,-1,2023,BLH
46.721995,-119.811186,W07,05/12/2023,1,1,2023,BLH
46.721995,-119.811186,W07,05/19/2023,0.5,0.5,2023,BLH
46.721995,-119.811186,W07,05/26/2023,18,18,2023,BLH
46.721995,-119.811186,W07,06/02/2023,19.5,19.5,2023,BLH
46.721995,-119.811186,W07,06/09/2023,15.5,15.5,2023,BLH
46.721995,-119.811186,W07,06/16/2023,22,22,2023,BLH
46.721995,-119.811186,W07,06/23/2023,21.5,21.5,2023,BLH
46.721995,-119.811186,W07,06/30/2023,94,94,2023,BLH
46.721995,-119.811186,W07,07/07/2023,113,113,2023,BLH
46.721995,-119.811186,W07,07/14/2023,78,78,2023,BLH
46.721995,-119.811186,W07,07/21/2023,90.5,90.5,2023,BLH
46.721995,-119.811186,W07,07/28/2023,112,112,2023,BLH
46.721995,-119.811186,W07,08/04/2023,95,95,2023,BLH
46.721995,-119.811186,W07,08/11/2023,57,57,2023,BLH
46.721995,-119.811186,W07,08/18/2023,78.5,78.5,2023,BLH
46.721995,-119.811186,W07,08/25/2023,67.5,67.5,2023,BLH
46.721995,-119.811186,W07,09/01/2023,29.5,29.5,2023,BLH
46.721995,-119.811186,W07,09/08/2023,12,12,2023,BLH
46.721995,-119.811186,W07,09/15/2023,8.5,8.5,2023,BLH
46.721995,-119.811186,W07,09/22/2023,10.5,10.5,2023,BLH
46.721995,-119.811186,W07,09/29/2023,,-1,2023,BLH
46.95753,-119.910335,W08,05/05/2023,4,4,2023,BLH
46.95753,-119.910335,W08,05/12/2023,2,2,2023,BLH
46.95753,-119.910335,W08,05/19/2023,3.5,3.5,2023,BLH
46.95753,-119.910335,W08,05/26/2023,12,12,2023,BLH
46.95753,-119.910335,W08,06/02/2023,4.5,4.5,2023,BLH
46.95753,-119.910335,W08,06/09/2023,26,26,2023,BLH
46.95753,-119.910335,W08,06/16/2023,12.5,12.5,2023,BLH
46.95753,-119.910335,W08,06/23/2023,9,9,2023,BLH
46.95753,-119.910335,W08,06/30/2023,4.5,4.5,2023,BLH
46.95753,-119.910335,W08,07/07/2023,6.5,6.5,2023,BLH
46.95753,-119.910335,W08,07/14/2023,9,9,2023,BLH
46.95753,-119.910335,W08,07/21/2023,5,5,2023,BLH
46.95753,-119.910335,W08,07/28/2023,2.5,2.5,2023,BLH
46.95753,-119.910335,W08,08/04/2023,3,3,2023,BLH
46.95753,-119.910335,W08,08/11/2023,0.5,0.5,2023,BLH
46.95753,-119.910335,W08,08/18/2023,0,0,2023,BLH
46.95753,-119.910335,W08,08/25/2023,4.5,4.5,2023,BLH
46.95753,-119.910335,W08,09/01/2023,3,3,2023,BLH
46.95753,-119.910335,W08,09/08/2023,1.5,1.5,2023,BLH
46.95753,-119.910335,W08,09/15/2023,0.5,0.5,2023,BLH
46.95753,-119.910335,W08,09/22/2023,1,1,2023,BLH
46.95753,-119.910335,W08,09/29/2023,,-1,2023,BLH
47.06952,-119.9027,W09,05/05/2023,NS,-1,2023,BLH
47.06952,-119.9027,W09,05/12/2023,NS,-1,2023,BLH
47.06952,-119.9027,W09,05/19/2023,NS,-1,2023,BLH
47.06952,-119.9027,W09,05/26/2023,0.5,0.5,2023,BLH
47.06952,-119.9027,W09,06/02/2023,10.5,10.5,2023,BLH
47.06952,-119.9027,W09,06/09/2023,43,43,2023,BLH
47.06952,-119.9027,W09,06/16/2023,43,43,2023,BLH
47.06952,-119.9027,W09,06/23/2023,27,27,2023,BLH
47.06952,-119.9027,W09,06/30/2023,40,40,2023,BLH
47.06952,-119.9027,W09,07/07/2023,33.5,33.5,2023,BLH
47.06952,-119.9027,W09,07/14/2023,21,21,2023,BLH
47.06952,-119.9027,W09,07/21/2023,50,50,2023,BLH
47.06952,-119.9027,W09,07/28/2023,8,8,2023,BLH
47.06952,-119.9027,W09,08/04/2023,17,17,2023,BLH
47.06952,-119.9027,W09,08/11/2023,20.5,20.5,2023,BLH
47.06952,-119.9027,W09,08/18/2023,33,33,2023,BLH
47.06952,-119.9027,W09,08/25/2023,36,36,2023,BLH
47.06952,-119.9027,W09,09/01/2023,53,53,2023,BLH
47.06952,-119.9027,W09,09/08/2023,5.5,5.5,2023,BLH
47.06952,-119.9027,W09,09/15/2023,NS,-1,2023,BLH
47.06952,-119.9027,W09,09/22/2023,1,1,2023,BLH
47.06952,-119.9027,W09,09/29/2023,,-1,2023,BLH
47.035172,-119.749924,W10,05/05/2023,0,0,2023,BLH
47.035172,-119.749924,W10,05/12/2023,0,0,2023,BLH
47.035172,-119.749924,W10,05/19/2023,0,0,2023,BLH
47.035172,-119.749924,W10,05/26/2023,3,3,2023,BLH
47.035172,-119.749924,W10,06/02/2023,0,0,2023,BLH
47.035172,-119.749924,W10,06/09/2023,9,9,2023,BLH
47.035172,-119.749924,W10,06/16/2023,7,7,2023,BLH
47.035172,-119.749924,W10,06/23/2023,1,1,2023,BLH
47.035172,-119.749924,W10,06/30/2023,28,28,2023,BLH
47.035172,-119.749924,W10,07/07/2023,34,34,2023,BLH
47.035172,-119.749924,W10,07/14/2023,NS,-1,2023,BLH
47.035172,-119.749924,W10,07/21/2023,30,30,2023,BLH
47.035172,-119.749924,W10,07/28/2023,12,12,2023,BLH
47.035172,-119.749924,W10,08/04/2023,37,37,2023,BLH
47.035172,-119.749924,W10,08/11/2023,79,79,2023,BLH
47.035172,-119.749924,W10,08/18/2023,107,107,2023,BLH
47.035172,-119.749924,W10,08/25/2023,115,115,2023,BLH
47.035172,-119.749924,W10,09/01/2023,34,34,2023,BLH
47.035172,-119.749924,W10,09/08/2023,17,17,2023,BLH
47.035172,-119.749924,W10,09/15/2023,NS,-1,2023,BLH
47.035172,-119.749924,W10,09/22/2023,X,-1,2023,BLH
47.035172,-119.749924,W10,09/29/2023,,-1,2023,BLH
47.189555,-119.639695,NC1,05/05/2023,NS,-1,2023,BLH
47.189555,-119.639695,NC1,05/12/2023,NS,-1,2023,BLH
47.189555,-119.639695,NC1,05/19/2023,0.5,0.5,2023,BLH
47.189555,-119.639695,NC1,05/26/2023,0.5,0.5,2023,BLH
47.189555,-119.639695,NC1,06/02/2023,15,15,2023,BLH
47.189555,-119.639695,NC1,06/09/2023,62.5,62.5,2023,BLH
47.189555,-119.639695,NC1,06/16/2023,101,101,2023,BLH
47.189555,-119.639695,NC1,06/23/2023,21.5,21.5,2023,BLH
47.189555,-119.639695,NC1,06/30/2023,48,48,2023,BLH
47.189555,-119.639695,NC1,07/07/2023,36,36,2023,BLH
47.189555,-119.639695,NC1,07/14/2023,17,17,2023,BLH
47.189555,-119.639695,NC1,07/21/2023,10,10,2023,BLH
47.189555,-119.639695,NC1,07/28/2023,6,6,2023,BLH
47.189555,-119.639695,NC1,08/04/2023,15,15,2023,BLH
47.189555,-119.639695,NC1,08/11/2023,4,4,2023,BLH
47.189555,-119.639695,NC1,08/18/2023,13,13,2023,BLH
47.189555,-119.639695,NC1,08/25/2023,5,5,2023,BLH
47.189555,-119.639695,NC1,09/01/2023,6.5,6.5,2023,BLH
47.189555,-119.639695,NC1,09/08/2023,1,1,2023,BLH
47.189555,-119.639695,NC1,09/15/2023,0,0,2023,BLH
47.189555,-119.639695,NC1,09/22/2023,X,-1,2023,BLH
47.189555,-119.639695,NC1,09/29/2023,,-1,2023,BLH
47.132171,-119.53602,NC2,05/05/2023,NS,-1,2023,BLH
47.132171,-119.53602,NC2,05/12/2023,0.5,0.5,2023,BLH
47.132171,-119.53602,NC2,05/19/2023,0.5,0.5,2023,BLH
47.132171,-119.53602,NC2,05/26/2023,2,2,2023,BLH
47.132171,-119.53602,NC2,06/02/2023,7,7,2023,BLH
47.132171,-119.53602,NC2,06/09/2023,11,11,2023,BLH
47.132171,-119.53602,NC2,06/16/2023,34.5,34.5,2023,BLH
47.132171,-119.53602,NC2,06/23/2023,16.5,16.5,2023,BLH
47.132171,-119.53602,NC2,06/30/2023,25.5,25.5,2023,BLH
47.132171,-119.53602,NC2,07/07/2023,19.5,19.5,2023,BLH
47.132171,-119.53602,NC2,07/14/2023,16.5,16.5,2023,BLH
47.132171,-119.53602,NC2,07/21/2023,23,23,2023,BLH
47.132171,-119.53602,NC2,07/28/2023,22,22,2023,BLH
47.132171,-119.53602,NC2,08/04/2023,43.5,43.5,2023,BLH
47.132171,-119.53602,NC2,08/11/2023,39,39,2023,BLH
47.132171,-119.53602,NC2,08/18/2023,106.5,106.5,2023,BLH
47.132171,-119.53602,NC2,08/25/2023,53,53,2023,BLH
47.132171,-119.53602,NC2,09/01/2023,31.5,31.5,2023,BLH
47.132171,-119.53602,NC2,09/08/2023,22,22,2023,BLH
47.132171,-119.53602,NC2,09/15/2023,10.5,10.5,2023,BLH
47.132171,-119.53602,NC2,09/22/2023,X,-1,2023,BLH
47.132171,-119.53602,NC2,09/29/2023,,-1,2023,BLH
47.102267,-119.576203,NC3,05/05/2023,NS,-1,2023,BLH
47.102267,-119.576203,NC3,05/12/2023,NS,-1,2023,BLH
47.102267,-119.576203,NC3,05/19/2023,0.5,0.5,2023,BLH
47.102267,-119.576203,NC3,05/26/2023,2.5,2.5,2023,BLH
47.102267,-119.576203,NC3,06/02/2023,6,6,2023,BLH
47.102267,-119.576203,NC3,06/09/2023,20.5,20.5,2023,BLH
47.102267,-119.576203,NC3,06/16/2023,20.5,20.5,2023,BLH
47.102267,-119.576203,NC3,06/23/2023,6,6,2023,BLH
47.102267,-119.576203,NC3,06/30/2023,13.5,13.5,2023,BLH
47.102267,-119.576203,NC3,07/07/2023,13,13,2023,BLH
47.102267,-119.576203,NC3,07/14/2023,12,12,2023,BLH
47.102267,-119.576203,NC3,07/21/2023,14.5,14.5,2023,BLH
47.102267,-119.576203,NC3,07/28/2023,23,23,2023,BLH
47.102267,-119.576203,NC3,08/04/2023,31.5,31.5,2023,BLH
47.102267,-119.576203,NC3,08/11/2023,44.5,44.5,2023,BLH
47.102267,-119.576203,NC3,08/18/2023,107.5,107.5,2023,BLH
47.102267,-119.576203,NC3,08/25/2023,77.5,77.5,2023,BLH
47.102267,-119.576203,NC3,09/01/2023,29,29,2023,BLH
47.102267,-119.576203,NC3,09/08/2023,14.5,14.5,2023,BLH
47.102267,-119.576203,NC3,09/15/2023,12,12,2023,BLH
47.102267,-119.576203,NC3,09/22/2023,X,-1,2023,BLH
47.102267,-119.576203,NC3,09/29/2023,,-1,2023,BLH
46.999777,-119.546296,NC4,05/05/2023,0.5,0.5,2023,BLH
46.999777,-119.546296,NC4,05/12/2023,2,2,2023,BLH
46.999777,-119.546296,NC4,05/19/2023,1,1,2023,BLH
46.999777,-119.546296,NC4,05/26/2023,5.5,5.5,2023,BLH
46.999777,-119.546296,NC4,06/02/2023,22,22,2023,BLH
46.999777,-119.546296,NC4,06/09/2023,9.5,9.5,2023,BLH
46.999777,-119.546296,NC4,06/16/2023,9.5,9.5,2023,BLH
46.999777,-119.546296,NC4,06/23/2023,2,2,2023,BLH
46.999777,-119.546296,NC4,06/30/2023,7,7,2023,BLH
46.999777,-119.546296,NC4,07/07/2023,6,6,2023,BLH
46.999777,-119.546296,NC4,07/14/2023,5,5,2023,BLH
46.999777,-119.546296,NC4,07/21/2023,5,5,2023,BLH
46.999777,-119.546296,NC4,07/28/2023,3,3,2023,BLH
46.999777,-119.546296,NC4,08/04/2023,1.5,1.5,2023,BLH
46.999777,-119.546296,NC4,08/11/2023,2.5,2.5,2023,BLH
46.999777,-119.546296,NC4,08/18/2023,6.5,6.5,2023,BLH
46.999777,-119.546296,NC4,08/25/2023,9,9,2023,BLH
46.999777,-119.546296,NC4,09/01/2023,3,3,2023,BLH
46.999777,-119.546296,NC4,09/08/2023,3.5,3.5,2023,BLH
46.999777,-119.546296,NC4,09/15/2023,4.5,4.5,2023,BLH
46.999777,-119.546296,NC4,09/22/2023,X,-1,2023,BLH
46.999777,-119.546296,NC4,09/29/2023,,-1,2023,BLH
46.959099,-119.406817,NC5,05/05/2023,1,1,2023,BLH
46.959099,-119.406817,NC5,05/12/2023,0.5,0.5,2023,BLH
46.959099,-119.406817,NC5,05/19/2023,0,0,2023,BLH
46.959099,-119.406817,NC5,05/26/2023,4.5,4.5,2023,BLH
46.959099,-119.406817,NC5,06/02/2023,8,8,2023,BLH
46.959099,-119.406817,NC5,06/09/2023,12.5,12.5,2023,BLH
46.959099,-119.406817,NC5,06/16/2023,16,16,2023,BLH
46.959099,-119.406817,NC5,06/23/2023,9.5,9.5,2023,BLH
46.959099,-119.406817,NC5,06/30/2023,32,32,2023,BLH
46.959099,-119.406817,NC5,07/07/2023,70,70,2023,BLH
46.959099,-119.406817,NC5,07/14/2023,31.5,31.5,2023,BLH
46.959099,-119.406817,NC5,07/21/2023,47,47,2023,BLH
46.959099,-119.406817,NC5,07/28/2023,34.5,34.5,2023,BLH
46.959099,-119.406817,NC5,08/04/2023,43,43,2023,BLH
46.959099,-119.406817,NC5,08/11/2023,100,100,2023,BLH
46.959099,-119.406817,NC5,08/18/2023,108.5,108.5,2023,BLH
46.959099,-119.406817,NC5,08/25/2023,73.5,73.5,2023,BLH
46.959099,-119.406817,NC5,09/01/2023,47,47,2023,BLH
46.959099,-119.406817,NC5,09/08/2023,30,30,2023,BLH
46.959099,-119.406817,NC5,09/15/2023,13,13,2023,BLH
46.959099,-119.406817,NC5,09/22/2023,X,-1,2023,BLH
46.959099,-119.406817,NC5,09/29/2023,,-1,2023,BLH
46.920166,-119.54228,NC6,05/05/2023,NS,-1,2023,BLH
46.920166,-119.54228,NC6,05/12/2023,0.5,0.5,2023,BLH
46.920166,-119.54228,NC6,05/19/2023,2,2,2023,BLH
46.920166,-119.54228,NC6,05/26/2023,6.5,6.5,2023,BLH
46.920166,-119.54228,NC6,06/02/2023,23.5,23.5,2023,BLH
46.920166,-119.54228,NC6,06/09/2023,48.5,48.5,2023,BLH
46.920166,-119.54228,NC6,06/16/2023,32.5,32.5,2023,BLH
46.920166,-119.54228,NC6,06/23/2023,41,41,2023,BLH
46.920166,-119.54228,NC6,06/30/2023,64,64,2023,BLH
46.920166,-119.54228,NC6,07/07/2023,43.5,43.5,2023,BLH
46.920166,-119.54228,NC6,07/14/2023,54.5,54.5,2023,BLH
46.920166,-119.54228,NC6,07/21/2023,50.5,50.5,2023,BLH
46.920166,-119.54228,NC6,07/28/2023,79.5,79.5,2023,BLH
46.920166,-119.54228,NC6,08/04/2023,71,71,2023,BLH
46.920166,-119.54228,NC6,08/11/2023,125,125,2023,BLH
46.920166,-119.54228,NC6,08/18/2023,34,34,2023,BLH
46.920166,-119.54228,NC6,08/25/2023,41,41,2023,BLH
46.920166,-119.54228,NC6,09/01/2023,14.5,14.5,2023,BLH
46.920166,-119.54228,NC6,09/08/2023,8,8,2023,BLH
46.920166,-119.54228,NC6,09/15/2023,3.5,3.5,2023,BLH
46.920166,-119.54228,NC6,09/22/2023,X,-1,2023,BLH
46.920166,-119.54228,NC6,09/29/2023,,-1,2023,BLH
46.897229,-119.389185,NC7,05/05/2023,NS,-1,2023,BLH
46.897229,-119.389185,NC7,05/12/2023,0.5,0.5,2023,BLH
46.897229,-119.389185,NC7,05/19/2023,1,1,2023,BLH
46.897229,-119.389185,NC7,05/26/2023,17,17,2023,BLH
46.897229,-119.389185,NC7,06/02/2023,18,18,2023,BLH
46.897229,-119.389185,NC7,06/09/2023,29,29,2023,BLH
46.897229,-119.389185,NC7,06/16/2023,16.5,16.5,2023,BLH
46.897229,-119.389185,NC7,06/23/2023,13,13,2023,BLH
46.897229,-119.389185,NC7,06/30/2023,50.5,50.5,2023,BLH
46.897229,-119.389185,NC7,07/07/2023,40,40,2023,BLH
46.897229,-119.389185,NC7,07/14/2023,28.5,28.5,2023,BLH
46.897229,-119.389185,NC7,07/21/2023,20,20,2023,BLH
46.897229,-119.389185,NC7,07/28/2023,19.5,19.5,2023,BLH
46.897229,-119.389185,NC7,08/04/2023,17.5,17.5,2023,BLH
46.897229,-119.389185,NC7,08/11/2023,23.5,23.5,2023,BLH
46.897229,-119.389185,NC7,08/18/2023,20,20,2023,BLH
46.897229,-119.389185,NC7,08/25/2023,21.5,21.5,2023,BLH
46.897229,-119.389185,NC7,09/01/2023,11.5,11.5,2023,BLH
46.897229,-119.389185,NC7,09/08/2023,11.5,11.5,2023,BLH
46.897229,-119.389185,NC7,09/15/2023,3,3,2023,BLH
46.897229,-119.389185,NC7,09/22/2023,X,-1,2023,BLH
46.897229,-119.389185,NC7,09/29/2023,,-1,2023,BLH
47.145153,-119.163366,N1,05/05/2023,2,2,2023,BLH
47.145153,-119.163366,N1,05/12/2023,0,0,2023,BLH
47.145153,-119.163366,N1,05/19/2023,0,0,2023,BLH
47.145153,-119.163366,N1,05/26/2023,0,0,2023,BLH
47.145153,-119.163366,N1,06/02/2023,1,1,2023,BLH
47.145153,-119.163366,N1,06/09/2023,2.5,2.5,2023,BLH
47.145153,-119.163366,N1,06/16/2023,15,15,2023,BLH
47.145153,-119.163366,N1,06/23/2023,1,1,2023,BLH
47.145153,-119.163366,N1,06/30/2023,8,8,2023,BLH
47.145153,-119.163366,N1,07/07/2023,7.5,7.5,2023,BLH
47.145153,-119.163366,N1,07/14/2023,8,8,2023,BLH
47.145153,-119.163366,N1,07/21/2023,5,5,2023,BLH
47.145153,-119.163366,N1,07/28/2023,16.5,16.5,2023,BLH
47.145153,-119.163366,N1,08/04/2023,41.5,41.5,2023,BLH
47.145153,-119.163366,N1,08/11/2023,35,35,2023,BLH
47.145153,-119.163366,N1,08/18/2023,72,72,2023,BLH
47.145153,-119.163366,N1,08/25/2023,23,23,2023,BLH
47.145153,-119.163366,N1,09/01/2023,31,31,2023,BLH
47.145153,-119.163366,N1,09/08/2023,11.5,11.5,2023,BLH
47.145153,-119.163366,N1,09/15/2023,10.5,10.5,2023,BLH
47.145153,-119.163366,N1,09/22/2023,23,23,2023,BLH
47.145153,-119.163366,N1,09/29/2023,,-1,2023,BLH
47.136087,-119.054791,N2,05/05/2023,0,0,2023,BLH
47.136087,-119.054791,N2,05/12/2023,0,0,2023,BLH
47.136087,-119.054791,N2,05/19/2023,0,0,2023,BLH
47.136087,-119.054791,N2,05/26/2023,1.5,1.5,2023,BLH
47.136087,-119.054791,N2,06/02/2023,0,0,2023,BLH
47.136087,-119.054791,N2,06/09/2023,3,3,2023,BLH
47.136087,-119.054791,N2,06/16/2023,25.5,25.5,2023,BLH
47.136087,-119.054791,N2,06/23/2023,19,19,2023,BLH
47.136087,-119.054791,N2,06/30/2023,53,53,2023,BLH
